Beta-3.5.3-edge,1224de4f29bbe1473ad9e39b09cdb0aebeccd277c05bcdc073bbf31d20aab9a0,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.5.3-edge/groundseg
Beta-3.5.2-edge,2227a08abc4fd405a866858b87e0dc4f4777956a659033e2199ea7ce3139f064,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.5.2-edge/groundseg
Beta-3.5.1-edge,c8bd6bab5e57aadcd9c7fd7369e2845761d1446797455bbd30aa36a1fa799fef,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.5.1-edge/groundseg
Beta-3.5.0-edge,43429e4b06016fe1c57d3bd23a41bbf546dac292b6bc6937ae34015a9164def1,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.5.0-edge/groundseg
Beta-3.4.0-edge,6edf1bac09c511986d2ade2f336eee4d4c24651f2fc25e386a9b071a8264b172,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.4.0-edge/groundseg
Beta-3.3.9-edge,4151e9835fdf95987ef0339a16c7f70182d3acc1e6ba45dfaa346f2d91a9981a,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.9-edge/groundseg
Beta-3.3.8-edge,82e92b1a3ff8d171956ca4e221bb7c2de95f6fe783ef76f21c5e9b62916d08c6,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.8-edge/groundseg
Beta-3.3.7-edge,ed69385f4fbc10ca0a04a0cad397d1f5b34148f168c2ea9edc166f92c51a49ce,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.7-edge/groundseg
Beta-3.3.6-edge,60080fe61a32f00291c9d8176d4751058bda7dc777b47ea64ae592e12755d320,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.6-edge/groundseg
Beta-3.3.5-edge,835ddef1ecd87726baf34bad8d7ea5e0ea416ff4db7182de8b3d90703b454fd6,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.5-edge/groundseg
Beta-3.3.4-edge,9fb4b76ca51373792deb21244766a91b54108c94751c2159bf8b161115a9a512,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.4-edge/groundseg
Beta-3.3.3-edge,0c070eb4fa2a53e39ced0a2958f1a8a841ca61d5e008433100109a47a46100e8,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.3-edge/groundseg
Beta-3.3.2-edge,75d3c4bf9896d93920962e094f78ba10ff61d4537c3470cd481bbe9cde14cd14,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.2-edge/groundseg
Beta-3.3.1-edge,43e776ee1f8d9e023f3a64351a77daf2671532449985a7dbd38d56c98a6d991e,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.1-edge/groundseg
Beta-3.3.0,9e5dbd6135771b61c014d047affbc2099188415e1471bc41995df7647531250e,https://github.com/Native-Planet/GroundSeg/releases/download/beta-3.3.0/groundseg
